player,team,location,shot_statsbomb_xg,shot_outcome,shot_technique,shot_body_part,minute,match_id
Jamal Musiala,Germany,"[107.5, 40.3]",0.085460834,Saved,Normal,Left Foot,99,3857292
Ritsu Doan,Japan,"[91.7, 53.8]",0.015573137,Wayward,Half Volley,Left Foot,2,3857295
Gerson Torres Barrantes,Costa Rica,"[90.1, 47.7]",0.01353695,Wayward,Volley,Left Foot,3,3857295
Francisco Javier Calvo Quesada,Costa Rica,"[91.0, 26.8]",0.014244432,Blocked,Half Volley,Left Foot,34,3857295
Joel Nathaniel Campbell Samuels,Costa Rica,"[101.0, 29.1]",0.051288527,Off T,Normal,Left Foot,34,3857295
Wataru Endo,Japan,"[100.1, 51.7]",0.03132781,Blocked,Normal,Left Foot,37,3857295
Hidemasa Morita,Japan,"[101.4, 30.9]",0.09737273,Saved,Normal,Right Foot,45,3857295
Takuma Asano,Japan,"[104.1, 50.2]",0.051375452,Blocked,Volley,Right Foot,45,3857295
Wataru Endo,Japan,"[95.2, 41.1]",0.042255066,Blocked,Normal,Right Foot,47,3857295
Takuma Asano,Japan,"[107.6, 37.5]",0.08747226,Saved,Normal,Head,47,3857295
Ko Itakura,Japan,"[105.0, 40.0]",0.07774679,Blocked,Normal,Left Foot,49,3857295
Wataru Endo,Japan,"[103.1, 34.1]",0.04122181,Blocked,Normal,Right Foot,49,3857295
Yuki Soma,Japan,"[105.4, 22.1]",0.022210024,Wayward,Normal,Right Foot,56,3857295
Yuki Soma,Japan,"[98.1, 35.7]",0.08557594,Off T,Normal,Right Foot,62,3857295
Daichi Kamada,Japan,"[101.2, 43.2]",0.10029054,Blocked,Normal,Right Foot,71,3857295
Yuki Soma,Japan,"[95.7, 44.3]",0.027111016,Blocked,Half Volley,Right Foot,71,3857295
Keysher Fuller Spence,Costa Rica,"[102.6, 47.5]",0.120298475,Goal,Normal,Left Foot,80,3857295
Daichi Kamada,Japan,"[108.0, 37.6]",0.09400092,Saved,Normal,Right Foot,87,3857295
Alexis Mac Allister,Argentina,"[92.4, 30.0]",0.024542088,Saved,Normal,Right Foot,4,3869685
Rodrigo Javier De Paul,Argentina,"[99.2, 47.9]",0.062813334,Blocked,Normal,Right Foot,7,3869685
Ángel Fabián Di María Hernández,Argentina,"[103.1, 34.6]",0.106800534,Off T,Normal,Right Foot,16,3869685
Lionel Andrés Messi Cuccittini,Argentina,"[108.0, 40.0]",0.7835,Goal,Normal,Left Foot,22,3869685
Alexis Mac Allister,Argentina,"[94.3, 23.5]",0.010577817,Wayward,Half Volley,Right Foot,31,3869685
Ángel Fabián Di María Hernández,Argentina,"[111.8, 32.1]",0.30340916,Goal,Normal,Left Foot,35,3869685
Rodrigo Javier De Paul,Argentina,"[103.3, 52.3]",0.040216275,Saved,Volley,Right Foot,48,3869685
Julián Álvarez,Argentina,"[110.5, 24.9]",0.05953379,Saved,Normal,Left Foot,58,3869685
Lionel Andrés Messi Cuccittini,Argentina,"[109.7, 46.0]",0.11555985,Off T,Normal,Right Foot,59,3869685
Randal Kolo Muani,France,"[113.4, 34.6]",0.09618377,Off T,Normal,Head,67,3869685
Kylian Mbappé Lottin,France,"[102.5, 27.9]",0.050644457,Off T,Normal,Right Foot,70,3869685
Enzo Fernandez,Argentina,"[98.9, 32.2]",0.041589838,Saved,Normal,Right Foot,71,3869685
Kylian Mbappé Lottin,France,"[108.0, 40.0]",0.7835,Goal,Normal,Right Foot,79,3869685
Kylian Mbappé Lottin,France,"[104.8, 30.1]",0.1017027,Goal,Volley,Right Foot,80,3869685
Enzo Fernandez,Argentina,"[92.2, 35.9]",0.030159522,Blocked,Normal,Right Foot,83,3869685
Kylian Mbappé Lottin,France,"[95.9, 32.2]",0.0324491,Blocked,Normal,Right Foot,92,3869685
Adrien Rabiot,France,"[108.9, 28.5]",0.09333491,Saved,Normal,Left Foot,93,3869685
Lionel Andrés Messi Cuccittini,Argentina,"[96.2, 40.9]",0.0430315,Saved,Normal,Left Foot,96,3869685
Alexis Mac Allister,Argentina,"[98.2, 23.8]",0.019259434,Off T,Half Volley,Right Foot,92,3869685
Youssouf Fofana,France,"[89.8, 39.9]",0.023031652,Blocked,Normal,Right Foot,99,3869685
Lautaro Javier Martínez,Argentina,"[108.8, 45.3]",0.23260574,Blocked,Normal,Right Foot,104,3869685
Gonzalo Ariel Montiel,Argentina,"[96.3, 49.4]",0.020604363,Blocked,Half Volley,Right Foot,104,3869685
Lautaro Javier Martínez,Argentina,"[105.1, 33.5]",0.14029205,Off T,Half Volley,Left Foot,105,3869685
Lionel Andrés Messi Cuccittini,Argentina,"[103.6, 55.8]",0.024784861,Saved,Half Volley,Left Foot,106,3869685
Lautaro Javier Martínez,Argentina,"[114.4, 52.0]",0.10407211,Saved,Normal,Right Foot,107,3869685
Lionel Andrés Messi Cuccittini,Argentina,"[116.6, 43.0]",0.48840353,Goal,Half Volley,Right Foot,107,3869685
Kylian Mbappé Lottin,France,"[101.4, 26.6]",0.03075741,Blocked,Normal,Right Foot,115,3869685
Kylian Mbappé Lottin,France,"[108.0, 40.0]",0.7835,Goal,Normal,Right Foot,117,3869685
Randal Kolo Muani,France,"[103.7, 45.1]",0.27751395,Saved,Half Volley,Right Foot,122,3869685
Lautaro Javier Martínez,Argentina,"[110.8, 41.6]",0.10655013,Off T,Normal,Head,122,3869685
Kylian Mbappé Lottin,France,"[108.1, 40.1]",0.7835,Goal,Normal,Right Foot,120,3869685
Lionel Andrés Messi Cuccittini,Argentina,"[108.1, 40.1]",0.7835,Goal,Normal,Left Foot,121,3869685
Kingsley Coman,France,"[108.1, 40.1]",0.7835,Saved,Normal,Right Foot,121,3869685
Paulo Bruno Exequiel Dybala,Argentina,"[108.1, 40.1]",0.7835,Goal,Normal,Left Foot,122,3869685
Aurélien Djani Tchouaméni,France,"[108.1, 40.1]",0.7835,Off T,Normal,Right Foot,123,3869685
Leandro Daniel Paredes,Argentina,"[108.1, 40.1]",0.7835,Goal,Normal,Right Foot,124,3869685
Randal Kolo Muani,France,"[108.1, 40.1]",0.7835,Goal,Normal,Right Foot,125,3869685
Gonzalo Ariel Montiel,Argentina,"[108.1, 40.1]",0.7835,Goal,Normal,Right Foot,125,3869685
Joško Gvardiol,Croatia,"[108.8, 38.0]",0.1243582,Goal,Diving Header,Head,6,3869684
Achraf Dari,Morocco,"[115.6, 39.0]",0.4178385,Goal,Normal,Head,8,3869684
Mislav Oršić,Croatia,"[99.5, 23.8]",0.02730659,Off T,Normal,Right Foot,9,3869684
Josip Stanišić,Croatia,"[94.4, 41.3]",0.040524755,Off T,Normal,Right Foot,13,3869684
Mislav Oršić,Croatia,"[104.9, 38.8]",0.11308218,Blocked,Normal,Right Foot,17,3869684
Andrej Kramarić,Croatia,"[111.3, 34.8]",0.13429043,Saved,Normal,Head,17,3869684
Luka Modrić,Croatia,"[101.2, 49.5]",0.07012748,Saved,Normal,Left Foot,23,3869684
Sofiane Boufal,Morocco,"[112.4, 29.5]",0.08611878,Off T,Volley,Left Foot,32,3869684
Youssef En-Nesyri,Morocco,"[117.8, 48.9]",0.04761149,Off T,Normal,Head,36,3869684
Hakim Ziyech,Morocco,"[90.6, 53.5]",0.014617449,Off T,Normal,Left Foot,39,3869684
Mislav Oršić,Croatia,"[106.5, 21.3]",0.013095795,Goal,Normal,Right Foot,41,3869684
Marko Livaja,Croatia,"[90.5, 39.5]",0.02019975,Blocked,Normal,Right Foot,46,3869684
Mislav Oršić,Croatia,"[100.8, 24.2]",0.028195048,Blocked,Normal,Right Foot,46,3869684
Mislav Oršić,Croatia,"[87.5, 26.6]",0.0065055056,Off T,Normal,Right Foot,54,3869684
Youssef En-Nesyri,Morocco,"[110.6, 40.5]",0.072652236,Blocked,Normal,Head,64,3869684
Nikola Vlašić,Croatia,"[90.9, 36.9]",0.03597725,Off T,Normal,Right Foot,70,3869684
Youssef En-Nesyri,Morocco,"[115.5, 48.3]",0.16040824,Saved,Half Volley,Left Foot,74,3869684
Mateo Kovačić,Croatia,"[110.3, 29.2]",0.23560598,Off T,Normal,Left Foot,86,3869684
Youssef En-Nesyri,Morocco,"[110.9, 36.5]",0.057190012,Blocked,Normal,Head,89,3869684
Hakim Ziyech,Morocco,"[89.6, 46.9]",0.021768013,Off T,Normal,Left Foot,90,3869684
Youssef En-Nesyri,Morocco,"[113.6, 43.4]",0.1132524,Off T,Normal,Head,95,3869684
Granit Xhaka,Switzerland,"[96.0, 38.8]",0.036565553,Blocked,Half Volley,Left Foot,0,3857256
Breel-Donald Embolo,Switzerland,"[113.1, 40.7]",0.35328916,Saved,Half Volley,Left Foot,0,3857256
Granit Xhaka,Switzerland,"[103.8, 41.9]",0.06952749,Saved,Half Volley,Right Foot,0,3857256
Nikola Milenković,Serbia,"[112.2, 36.8]",0.08160872,Off T,Normal,Head,4,3857256
Andrija Živković,Serbia,"[97.8, 51.5]",0.030001678,Post,Normal,Left Foot,10,3857256
Dušan Vlahović,Serbia,"[115.4, 38.6]",0.5168786,Saved,Normal,Other,10,3857256
Remo Freuler,Switzerland,"[107.8, 35.9]",0.09611784,Blocked,Half Volley,Left Foot,13,3857256
Xherdan Shaqiri,Switzerland,"[107.5, 50.6]",0.06969889,Goal,Normal,Left Foot,19,3857256
Granit Xhaka,Switzerland,"[97.3, 33.7]",0.04476528,Saved,Normal,Left Foot,21,3857256
Dušan Vlahović,Serbia,"[109.6, 35.4]",0.08628477,Saved,Normal,Head,22,3857256
Aleksandar Mitrović,Serbia,"[108.3, 38.6]",0.06371751,Goal,Normal,Head,25,3857256
Xherdan Shaqiri,Switzerland,"[107.7, 49.2]",0.3934682,Off T,Normal,Left Foot,29,3857256
Dušan Vlahović,Serbia,"[106.2, 31.8]",0.15928414,Goal,Normal,Left Foot,34,3857256
Ruben Vargas,Switzerland,"[101.0, 47.3]",0.0683221,Blocked,Normal,Right Foot,37,3857256
Breel-Donald Embolo,Switzerland,"[114.4, 36.9]",0.72697556,Goal,Normal,Right Foot,43,3857256
Aleksandar Mitrović,Serbia,"[101.7, 33.7]",0.056521177,Wayward,Volley,Right Foot,47,3857256
Remo Freuler,Switzerland,"[107.2, 41.2]",0.15381548,Goal,Half Volley,Left Foot,47,3857256
Fabian Lukas Schär,Switzerland,"[110.7, 30.5]",0.07925899,Blocked,Volley,Right Foot,56,3857256
Breel-Donald Embolo,Switzerland,"[116.1, 39.3]",0.6647709,Off T,Half Volley,Right Foot,56,3857256
Dušan Tadić,Serbia,"[107.4, 31.7]",0.061684445,Off T,Half Volley,Left Foot,60,3857256
Aleksandar Mitrović,Serbia,"[106.2, 25.8]",0.03203667,Blocked,Normal,Right Foot,70,3857256
Luka Jović,Serbia,"[102.2, 43.2]",0.02594082,Blocked,Normal,Head,72,3857256
Manuel Obafemi Akanji,Switzerland,"[99.4, 52.7]",0.030122569,Off T,Normal,Right Foot,81,3857256
Christian Fassnacht,Switzerland,"[105.3, 28.9]",0.31681746,Saved,Normal,Right Foot,88,3857256
Luka Jović,Serbia,"[105.0, 39.8]",0.03223471,Off T,Normal,Head,91,3857256
Nemanja Radonjić,Serbia,"[105.7, 51.3]",0.042810295,Off T,Half Volley,Left Foot,99,3857256
Alejandro Darío Gómez,Argentina,"[98.2, 20.1]",0.011147299,Off T,Normal,Right Foot,16,3869151
Harry Souttar,Australia,"[111.9, 44.0]",0.06809473,Blocked,Normal,Head,28,3869151
Lionel Andrés Messi Cuccittini,Argentina,"[104.2, 48.9]",0.06663833,Goal,Normal,Left Foot,34,3869151
Lionel Andrés Messi Cuccittini,Argentina,"[99.8, 38.5]",0.04517154,Saved,Normal,Left Foot,49,3869151
Julián Álvarez,Argentina,"[110.4, 50.3]",0.28060678,Goal,Normal,Right Foot,56,3869151
Lionel Andrés Messi Cuccittini,Argentina,"[95.4, 33.6]",0.032841697,Off T,Normal,Left Foot,65,3869151
Nicolás Alejandro Tagliafico,Argentina,"[103.2, 24.9]",0.05181273,Off T,Normal,Left Foot,74,3869151
Craig Goodwin,Australia,"[98.2, 22.6]",0.013616442,Blocked,Half Volley,Left Foot,76,3869151
Aziz Eraltay Behich,Australia,"[110.6, 33.2]",0.07721693,Blocked,Normal,Right Foot,80,3869151
Ajdin Hrustic,Australia,"[100.0, 52.7]",0.033247408,Off T,Normal,Left Foot,80,3869151
Lautaro Javier Martínez,Argentina,"[108.3, 52.3]",0.051439364,Off T,Normal,Right Foot,87,3869151
Lautaro Javier Martínez,Argentina,"[107.6, 31.9]",0.24890411,Off T,Normal,Right Foot,88,3869151
Lautaro Javier Martínez,Argentina,"[109.1, 31.8]",0.37209997,Saved,Normal,Left Foot,92,3869151
Lionel Andrés Messi Cuccittini,Argentina,"[104.6, 52.2]",0.055600196,Off T,Normal,Left Foot,92,3869151
Exequiel Alejandro Palacios,Argentina,"[103.6, 50.1]",0.046685893,Blocked,Normal,Right Foot,93,3869151
Lionel Andrés Messi Cuccittini,Argentina,"[102.2, 40.0]",0.032042325,Blocked,Normal,Left Foot,93,3869151
Lautaro Javier Martínez,Argentina,"[108.3, 30.8]",0.076142184,Saved,Normal,Left Foot,93,3869151
Lionel Andrés Messi Cuccittini,Argentina,"[106.4, 37.0]",0.110446885,Wayward,Half Volley,Left Foot,94,3869151
Garang Kuol,Australia,"[113.1, 49.4]",0.23394231,Saved,Normal,Right Foot,96,3869151
Riley McGree,Australia,"[94.6, 46.6]",0.038979717,Blocked,Normal,Left Foot,2,3857257
Jesper Lindstrøm,Denmark,"[110.1, 43.9]",0.09599891,Blocked,Normal,Right Foot,10,3857257
Mathias Jensen,Denmark,"[112.7, 56.3]",0.019605601,Saved,Normal,Right Foot,10,3857257
Andreas Skov Olsen,Denmark,"[104.7, 50.7]",0.10059545,Off T,Normal,Right Foot,13,3857257
Riley McGree,Australia,"[101.3, 59.0]",0.010740947,Saved,Half Volley,Left Foot,21,3857257
Andreas Skov Olsen,Denmark,"[109.6, 50.5]",0.09373255,Saved,Normal,Right Foot,24,3857257
Christian Dannemann Eriksen,Denmark,"[102.9, 25.6]",0.035615563,Off T,Normal,Right Foot,28,3857257
Mitchell Thomas Duke,Australia,"[102.5, 36.7]",0.037495814,Saved,Normal,Head,31,3857257
Mitchell Thomas Duke,Australia,"[98.3, 20.9]",0.010397313,Saved,Normal,Right Foot,40,3857257
Aziz Eraltay Behich,Australia,"[100.2, 34.1]",0.049681988,Blocked,Half Volley,Right Foot,46,3857257
Jackson Irvine,Australia,"[109.6, 30.8]",0.17342122,Off T,Half Volley,Left Foot,47,3857257
Andreas Skov Olsen,Denmark,"[107.2, 52.9]",0.046983063,Blocked,Normal,Left Foot,51,3857257
Mathew Leckie,Australia,"[105.7, 31.5]",0.11353828,Goal,Normal,Left Foot,59,3857257
Andreas Skov Olsen,Denmark,"[103.1, 49.3]",0.070518844,Blocked,Normal,Left Foot,68,3857257
Joachim Andersen,Denmark,"[113.9, 52.3]",0.020115681,Off T,Normal,Head,68,3857257
Alexander Hartmann Bah,Denmark,"[99.4, 54.5]",0.019515881,Blocked,Half Volley,Right Foot,76,3857257
Kasper Dolberg,Denmark,"[105.2, 39.6]",0.049264465,Saved,Backheel,Left Foot,76,3857257
Jesper Lindstrøm,Denmark,"[97.5, 38.2]",0.048889678,Blocked,Normal,Right Foot,81,3857257
Keanu Baccus,Australia,"[97.7, 47.5]",0.035468098,Blocked,Normal,Right Foot,84,3857257
Alexander Hartmann Bah,Denmark,"[108.6, 57.0]",0.03670106,Off T,Normal,Right Foot,87,3857257
Kasper Dolberg,Denmark,"[117.6, 33.5]",0.08217044,Saved,Backheel,Right Foot,94,3857257
Andreas Evald Cornelius,Denmark,"[116.6, 51.6]",0.017447446,Off T,Normal,Head,94,3857257
Neymar da Silva Santos Junior,Brazil,"[119.2, 0.7]",0.00018,Saved,Normal,Right Foot,12,3857258
Neymar da Silva Santos Junior,Brazil,"[91.6, 29.2]",0.020173745,Blocked,Normal,Right Foot,20,3857258
Carlos Henrique Casimiro,Brazil,"[84.3, 34.2]",0.0075366697,Saved,Normal,Right Foot,20,3857258
Raphael Dias Belloli,Brazil,"[105.3, 49.2]",0.119197816,Saved,Half Volley,Left Foot,34,3857258
Filip Mladenović,Serbia,"[113.6, 28.9]",0.026318645,Off T,Normal,Head,36,3857258
Vinícius José Paixão de Oliveira Júnior,Brazil,"[113.2, 27.0]",0.09814694,Off T,Half Volley,Right Foot,40,3857258
Raphael Dias Belloli,Brazil,"[105.9, 47.3]",0.4224228,Saved,Normal,Left Foot,45,3857258
Neymar da Silva Santos Junior,Brazil,"[99.1, 27.0]",0.06281959,Blocked,Normal,Right Foot,49,3857258
Thiago Emiliano da Silva,Brazil,"[113.1, 34.1]",0.06673048,Blocked,Normal,Head,50,3857258
Richarlison de Andrade,Brazil,"[115.8, 29.3]",0.0399856,Blocked,Half Volley,Right Foot,50,3857258
Danilo Luiz da Silva,Brazil,"[95.9, 54.2]",0.016877638,Wayward,Volley,Right Foot,53,3857258
Neymar da Silva Santos Junior,Brazil,"[107.5, 38.9]",0.11246919,Off T,Half Volley,Left Foot,54,3857258
Alex Sandro Lobo Silva,Brazil,"[88.0, 32.0]",0.021819543,Post,Normal,Left Foot,59,3857258
Vinícius José Paixão de Oliveira Júnior,Brazil,"[105.0, 20.1]",0.009459062,Off T,Normal,Right Foot,59,3857258
Vinícius José Paixão de Oliveira Júnior,Brazil,"[110.0, 26.9]",0.07986015,Saved,Normal,Right Foot,61,3857258
Richarlison de Andrade,Brazil,"[114.5, 41.8]",0.568145,Goal,Volley,Right Foot,61,3857258
Vinícius José Paixão de Oliveira Júnior,Brazil,"[109.1, 28.2]",0.14253756,Off T,Normal,Left Foot,66,3857258
Strahinja Pavlović,Serbia,"[111.8, 38.5]",0.098937765,Off T,Normal,Head,68,3857258
Darko Lazović,Serbia,"[95.6, 50.9]",0.018288644,Off T,Half Volley,Right Foot,69,3857258
Richarlison de Andrade,Brazil,"[107.1, 39.6]",0.07569885,Goal,Volley,Right Foot,72,3857258
Carlos Henrique Casimiro,Brazil,"[86.3, 31.2]",0.010592449,Blocked,Normal,Right Foot,76,3857258
Carlos Henrique Casimiro,Brazil,"[98.1, 35.2]",0.06218912,Post,Normal,Right Foot,80,3857258
Rodrygo Silva de Goes,Brazil,"[98.8, 27.3]",0.03669105,Saved,Normal,Right Foot,81,3857258
Frederico Rodrigues Santos,Brazil,"[95.6, 43.5]",0.088970646,Saved,Normal,Left Foot,82,3857258
Nikola Milenković,Serbia,"[99.3, 59.6]",0.011090157,Blocked,Normal,Right Foot,84,3857258
Rodrygo Silva de Goes,Brazil,"[101.5, 30.6]",0.051727816,Off T,Normal,Right Foot,86,3857258
Antony Matheus dos Santos,Brazil,"[99.4, 59.1]",0.009657804,Off T,Normal,Left Foot,87,3857258
Nemanja Radonjić,Serbia,"[93.8, 21.5]",0.008691933,Blocked,Normal,Right Foot,97,3857258
Fran Karačić,Australia,"[90.9, 41.2]",0.015131147,Blocked,Volley,Right Foot,5,3857288
Mohamed Dräger,Tunisia,"[92.0, 42.5]",0.029703999,Off T,Normal,Right Foot,20,3857288
Mitchell Thomas Duke,Australia,"[110.1, 32.5]",0.04459479,Goal,Normal,Head,22,3857288
Mitchell Thomas Duke,Australia,"[110.7, 34.3]",0.03948435,Blocked,Normal,Head,26,3857288
Jackson Irvine,Australia,"[114.3, 48.2]",0.07543106,Off T,Backheel,Right Foot,33,3857288
Youssef Msakni,Tunisia,"[102.8, 54.8]",0.031703874,Blocked,Normal,Right Foot,37,3857288
Mohamed Dräger,Tunisia,"[109.2, 48.4]",0.21984866,Blocked,Normal,Right Foot,40,3857288
Mitchell Thomas Duke,Australia,"[104.9, 40.6]",0.040856346,Saved,Normal,Head,43,3857288
Fran Karačić,Australia,"[106.4, 54.9]",0.035070673,Blocked,Half Volley,Left Foot,43,3857288
Fran Karačić,Australia,"[87.2, 52.2]",0.0052714557,Wayward,Volley,Right Foot,45,3857288
Youssef Msakni,Tunisia,"[111.0, 45.5]",0.23484555,Off T,Normal,Right Foot,47,3857288
Mitchell Thomas Duke,Australia,"[107.3, 39.8]",0.06400663,Wayward,Normal,Head,56,3857288
Ferjani Sassi,Tunisia,"[91.2, 52.7]",0.020219443,Off T,Normal,Right Foot,60,3857288
Youssef Msakni,Tunisia,"[101.8, 31.8]",0.058604978,Blocked,Normal,Right Foot,65,3857288
Youssef Msakni,Tunisia,"[108.1, 25.0]",0.026706748,Saved,Normal,Left Foot,71,3857288
Youssef Msakni,Tunisia,"[95.6, 42.2]",0.048467197,Saved,Normal,Right Foot,71,3857288
Aaron Mooy,Australia,"[95.6, 44.1]",0.039191317,Off T,Half Volley,Right Foot,73,3857288
Youssef Msakni,Tunisia,"[110.1, 38.0]",0.10262261,Off T,Normal,Head,74,3857288
Montassar Omar Talbi,Tunisia,"[89.6, 34.9]",0.012159805,Saved,Volley,Right Foot,83,3857288
Taha Yassine Khenissi,Tunisia,"[98.4, 54.6]",0.012915949,Blocked,Normal,Right Foot,85,3857288
Naïm Sliti,Tunisia,"[109.8, 47.4]",0.1403044,Blocked,Normal,Left Foot,86,3857288
Wahbi Khazri,Tunisia,"[109.9, 49.4]",0.09264534,Saved,Normal,Left Foot,87,3857288
Wahbi Khazri,Tunisia,"[108.4, 24.1]",0.021421792,Blocked,Normal,Right Foot,91,3857288
Idrissa Gana Gueye,Senegal,"[106.9, 45.7]",0.21271749,Off T,Normal,Right Foot,2,3857267
Boulaye Dia,Senegal,"[109.3, 51.9]",0.16839646,Off T,Normal,Right Foot,7,3857267
Enner Remberto Valencia Lastra,Ecuador,"[86.9, 40.9]",0.021615954,Blocked,Normal,Right Foot,9,3857267
Enner Remberto Valencia Lastra,Ecuador,"[95.9, 37.7]",0.02803523,Blocked,Half Volley,Right Foot,9,3857267
Ismaïla Sarr,Senegal,"[99.2, 40.2]",0.042373266,Blocked,Half Volley,Right Foot,10,3857267
Iliman Ndiaye,Senegal,"[99.7, 52.9]",0.02889044,Off T,Normal,Left Foot,11,3857267
Ismaïla Sarr,Senegal,"[104.1, 25.5]",0.023828069,Blocked,Normal,Right Foot,23,3857267
Pape Gueye,Senegal,"[93.0, 36.3]",0.025696881,Blocked,Normal,Left Foot,24,3857267
Abdou Diallo,Senegal,"[107.9, 41.9]",0.035411544,Wayward,Normal,Head,24,3857267
Pathé Ismaël Ciss,Senegal,"[108.1, 33.6]",0.03057826,Off T,Normal,Head,36,3857267
Ismaïla Sarr,Senegal,"[108.0, 40.0]",0.7835,Goal,Normal,Right Foot,43,3857267
Iliman Ndiaye,Senegal,"[107.3, 46.7]",0.04522632,Blocked,Half Volley,Left Foot,46,3857267
José Adoni Cifuentes Charcopa,Ecuador,"[93.8, 51.3]",0.025271386,Saved,Normal,Right Foot,48,3857267
Michael Steveen Estrada Martínez,Ecuador,"[106.7, 38.8]",0.042533338,Off T,Normal,Head,56,3857267
Felix Eduardo Torres Caicedo,Ecuador,"[113.7, 42.7]",0.15397952,Wayward,Normal,Head,66,3857267
Moisés Isaac Caicedo Corozo,Ecuador,"[117.2, 35.6]",0.5894187,Goal,Volley,Right Foot,66,3857267
Kalidou Koulibaly,Senegal,"[114.3, 46.0]",0.23427999,Goal,Volley,Right Foot,69,3857267
Gonzalo Jordy Plata Jiménez,Ecuador,"[107.0, 42.8]",0.058988493,Saved,Half Volley,Left Foot,75,3857267
Boulaye Dia,Senegal,"[101.3, 54.6]",0.04455093,Off T,Normal,Right Foot,81,3857267
Pape Gueye,Senegal,"[102.6, 54.8]",0.03201506,Saved,Normal,Right Foot,87,3857267
Jeremy Leonel Sarmiento Morante,Ecuador,"[105.3, 32.1]",0.02928531,Saved,Normal,Head,88,3857267
Jackson Gabriel Porozo Vernaza,Ecuador,"[105.9, 34.3]",0.052534856,Off T,Normal,Head,93,3857267
Matías Vecino Falero,Uruguay,"[109.5, 28.6]",0.052239094,Saved,Normal,Head,12,3857287
Federico Santiago Valverde Dipetta,Uruguay,"[103.9, 35.4]",0.05187739,Off T,Half Volley,Left Foot,18,3857287
Ui-Jo Hwang,South Korea,"[108.9, 42.7]",0.323128,Off T,Normal,Right Foot,33,3857287
In-Beom Hwang,South Korea,"[89.7, 57.6]",0.007071261,Off T,Normal,Right Foot,38,3857287
Diego Roberto Godín Leal,Uruguay,"[110.0, 40.4]",0.054689027,Post,Normal,Head,42,3857287
José María Giménez de Vargas,Uruguay,"[103.5, 35.9]",0.046385217,Off T,Normal,Head,45,3857287
Min Jae Kim,South Korea,"[111.5, 46.1]",0.046898182,Wayward,Normal,Other,52,3857287
Rodrigo Bentancur Colmán,Uruguay,"[101.3, 38.3]",0.052523207,Blocked,Normal,Right Foot,54,3857287
Federico Santiago Valverde Dipetta,Uruguay,"[90.5, 27.4]",0.014167523,Wayward,Half Volley,Right Foot,68,3857287
Edinson Roberto Cavani Gómez,Uruguay,"[106.6, 47.5]",0.03804607,Blocked,Normal,Right Foot,68,3857287
Kang-In Lee,South Korea,"[94.5, 54.2]",0.023162797,Blocked,Normal,Left Foot,74,3857287
Gue-Sung Cho,South Korea,"[93.4, 42.0]",0.036145955,Off T,Half Volley,Left Foot,76,3857287
Darwin Gabriel Núñez Ribeiro,Uruguay,"[100.6, 28.3]",0.028178101,Off T,Normal,Right Foot,80,3857287
Edinson Roberto Cavani Gómez,Uruguay,"[110.5, 39.7]",0.06689449,Off T,Normal,Head,86,3857287
Federico Santiago Valverde Dipetta,Uruguay,"[95.7, 22.6]",0.012294213,Post,Normal,Right Foot,88,3857287
Heung-Min Son,South Korea,"[93.8, 36.6]",0.0335565,Off T,Normal,Left Foot,89,3857287
In-Beom Hwang,South Korea,"[94.9, 26.7]",0.023029828,Off T,Normal,Left Foot,93,3857287
João Félix Sequeira,Portugal,"[106.8, 44.2]",0.0989785,Saved,Diving Header,Head,3,3869486
Youssef En-Nesyri,Morocco,"[112.7, 39.4]",0.117904566,Off T,Normal,Head,5,3869486
Raphaël Adelino José Guerreiro,Portugal,"[105.6, 23.6]",0.019215545,Blocked,Volley,Left Foot,12,3869486
Hakim Ziyech,Morocco,"[96.1, 60.9]",0.008206696,Off T,Normal,Left Foot,17,3869486
Youssef En-Nesyri,Morocco,"[106.7, 39.8]",0.043849364,Off T,Normal,Head,25,3869486
João Félix Sequeira,Portugal,"[100.9, 27.7]",0.027014187,Blocked,Half Volley,Right Foot,30,3869486
Selim Amallah,Morocco,"[108.7, 31.3]",0.06053267,Off T,Half Volley,Left Foot,34,3869486
Sofiane Boufal,Morocco,"[97.0, 27.8]",0.03503226,Saved,Normal,Right Foot,34,3869486
João Félix Sequeira,Portugal,"[102.2, 35.4]",0.060545366,Off T,Half Volley,Right Foot,38,3869486
Youssef En-Nesyri,Morocco,"[112.6, 39.7]",0.20030825,Goal,Normal,Head,41,3869486
Bruno Miguel Borges Fernandes,Portugal,"[108.0, 62.3]",0.0067060287,Post,Half Volley,Right Foot,44,3869486
Yahia Attiyat allah,Morocco,"[107.6, 26.3]",0.082217455,Off T,Normal,Left Foot,46,3869486
Azzedine Ounahi,Morocco,"[93.4, 44.2]",0.032880384,Off T,Normal,Right Foot,55,3869486
Gonçalo Matias Ramos,Portugal,"[108.7, 40.0]",0.10594022,Off T,Normal,Head,57,3869486
João Félix Sequeira,Portugal,"[109.7, 29.4]",0.026895314,Blocked,Normal,Head,60,3869486
Bruno Miguel Borges Fernandes,Portugal,"[101.0, 35.5]",0.057325892,Off T,Normal,Right Foot,63,3869486
Bernardo Mota Veiga de Carvalho e Silva,Portugal,"[109.8, 35.9]",0.10927713,Wayward,Normal,Right Foot,70,3869486
João Félix Sequeira,Portugal,"[102.0, 57.1]",0.025960794,Saved,Normal,Left Foot,81,3869486
Cristiano Ronaldo dos Santos Aveiro,Portugal,"[101.8, 53.7]",0.05699573,Saved,Normal,Right Foot,90,3869486
