player,team,location,shot_statsbomb_xg,shot_outcome,shot_technique,shot_body_part,minute,match_id
Shogo Taniguchi,Japan,"[112.6, 38.8]",0.11361285,Off T,Normal,Head,2,3869219
Ivan Perišić,Croatia,"[116.7, 29.0]",0.05943511,Saved,Normal,Right Foot,7,3869219
Andrej Kramarić,Croatia,"[114.5, 38.3]",0.17775308,Blocked,Half Volley,Left Foot,7,3869219
Joško Gvardiol,Croatia,"[101.1, 43.6]",0.061746918,Off T,Normal,Left Foot,23,3869219
Daichi Kamada,Japan,"[114.1, 28.8]",0.08994952,Wayward,Normal,Right Foot,40,3869219
Daizen Maeda,Japan,"[113.5, 44.3]",0.45874894,Goal,Half Volley,Left Foot,42,3869219
Daichi Kamada,Japan,"[94.7, 38.3]",0.03904812,Off T,Normal,Right Foot,45,3869219
Mateo Kovačić,Croatia,"[100.1, 47.1]",0.02993381,Off T,Volley,Right Foot,48,3869219
Hidemasa Morita,Japan,"[98.2, 36.8]",0.041140273,Wayward,Half Volley,Right Foot,49,3869219
Ivan Perišić,Croatia,"[106.0, 34.1]",0.02684295,Goal,Normal,Head,54,3869219
Wataru Endo,Japan,"[94.4, 52.9]",0.019910807,Saved,Normal,Right Foot,56,3869219
Wataru Endo,Japan,"[90.0, 41.9]",0.020528734,Blocked,Normal,Right Foot,59,3869219
Hidemasa Morita,Japan,"[97.8, 36.3]",0.052081473,Blocked,Normal,Right Foot,59,3869219
Ritsu Doan,Japan,"[100.4, 43.7]",0.056113943,Saved,Normal,Left Foot,59,3869219
Luka Modrić,Croatia,"[96.3, 48.9]",0.031055314,Saved,Half Volley,Right Foot,62,3869219
Ivan Perišić,Croatia,"[95.5, 48.2]",0.018378427,Blocked,Normal,Left Foot,65,3869219
Andrej Kramarić,Croatia,"[98.9, 23.8]",0.018472007,Blocked,Normal,Right Foot,65,3869219
Ante Budimir,Croatia,"[109.5, 45.1]",0.10111922,Off T,Normal,Head,65,3869219
Mario Pašalić,Croatia,"[107.5, 44.5]",0.035465226,Off T,Normal,Head,73,3869219
Ivan Perišić,Croatia,"[98.1, 30.4]",0.030077945,Blocked,Normal,Left Foot,76,3869219
Mario Pašalić,Croatia,"[110.5, 42.8]",0.052599985,Off T,Normal,Head,85,3869219
Shogo Taniguchi,Japan,"[114.6, 49.3]",0.0608747,Off T,Normal,Head,91,3869219
Ivan Perišić,Croatia,"[107.2, 34.1]",0.07439702,Blocked,Half Volley,Right Foot,100,3869219
Borna Barišić,Croatia,"[95.1, 31.3]",0.015196718,Blocked,Volley,Left Foot,100,3869219
Kaoru Mitoma,Japan,"[99.8, 34.6]",0.054134306,Saved,Normal,Right Foot,104,3869219
Wataru Endo,Japan,"[95.7, 37.1]",0.02615668,Blocked,Volley,Right Foot,104,3869219
Takumi Minamino,Japan,"[102.6, 40.3]",0.03667642,Blocked,Volley,Right Foot,104,3869219
Marko Livaja,Croatia,"[112.8, 47.7]",0.047236525,Saved,Normal,Head,113,3869219
Mislav Oršić,Croatia,"[106.8, 19.7]",0.009676031,Blocked,Normal,Right Foot,120,3869219
Lovro Majer,Croatia,"[99.8, 33.0]",0.06501122,Off T,Normal,Right Foot,120,3869219
Takumi Minamino,Japan,"[108.1, 40.1]",0.7835,Saved,Normal,Right Foot,120,3869219
Nikola Vlašić,Croatia,"[108.1, 40.1]",0.7835,Goal,Normal,Right Foot,120,3869219
Kaoru Mitoma,Japan,"[108.1, 40.1]",0.7835,Saved,Normal,Right Foot,121,3869219
Marcelo Brozović,Croatia,"[108.1, 40.1]",0.7835,Goal,Normal,Right Foot,121,3869219
Takuma Asano,Japan,"[108.1, 40.1]",0.7835,Goal,Normal,Right Foot,122,3869219
Marko Livaja,Croatia,"[108.1, 40.1]",0.7835,Post,Normal,Right Foot,123,3869219
Maya Yoshida,Japan,"[108.1, 40.1]",0.7835,Saved,Normal,Right Foot,123,3869219
Mario Pašalić,Croatia,"[108.1, 40.1]",0.7835,Goal,Normal,Right Foot,124,3869219
Neymar da Silva Santos Junior,Brazil,"[111.3, 44.4]",0.083826184,Wayward,Normal,Right Foot,6,3869253
Vinícius José Paixão de Oliveira Júnior,Brazil,"[110.0, 29.9]",0.13057186,Goal,Normal,Right Foot,6,3869253
Neymar da Silva Santos Junior,Brazil,"[108.0, 40.0]",0.7835,Goal,Normal,Right Foot,12,3869253
Hee-Chan Hwang,South Korea,"[90.4, 28.0]",0.016991004,Saved,Normal,Right Foot,16,3869253
In-Beom Hwang,South Korea,"[91.7, 46.4]",0.026666574,Off T,Normal,Left Foot,16,3869253
Hee-Chan Hwang,South Korea,"[82.7, 33.0]",0.0058221314,Saved,Normal,Right Foot,24,3869253
Richarlison de Andrade,Brazil,"[110.7, 43.3]",0.5379008,Goal,Normal,Left Foot,28,3869253
Raphael Dias Belloli,Brazil,"[94.7, 30.7]",0.02589997,Off T,Normal,Left Foot,30,3869253
Hee-Chan Hwang,South Korea,"[119.3, 30.8]",0.017834108,Saved,Normal,Right Foot,31,3869253
Carlos Henrique Casimiro,Brazil,"[93.6, 43.2]",0.029429397,Off T,Normal,Right Foot,33,3869253
Lucas Tolentino Coelho de Lima,Brazil,"[110.0, 44.8]",0.08633457,Goal,Volley,Right Foot,35,3869253
Lucas Tolentino Coelho de Lima,Brazil,"[112.0, 49.2]",0.2577265,Saved,Normal,Left Foot,45,3869253
Richarlison de Andrade,Brazil,"[110.3, 51.6]",0.2681848,Saved,Normal,Right Foot,48,3869253
Neymar da Silva Santos Junior,Brazil,"[111.4, 42.3]",0.26870713,Off T,Normal,Other,48,3869253
Raphael Dias Belloli,Brazil,"[104.3, 51.7]",0.04634087,Saved,Normal,Left Foot,45,3869253
Heung-Min Son,South Korea,"[105.3, 27.9]",0.1490943,Saved,Normal,Right Foot,46,3869253
Raphael Dias Belloli,Brazil,"[110.4, 50.6]",0.080992505,Saved,Normal,Left Foot,53,3869253
Vinícius José Paixão de Oliveira Júnior,Brazil,"[110.4, 26.8]",0.05640157,Off T,Normal,Right Foot,53,3869253
Raphael Dias Belloli,Brazil,"[91.0, 34.0]",0.04321825,Blocked,Normal,Left Foot,57,3869253
Raphael Dias Belloli,Brazil,"[114.6, 51.1]",0.16284284,Saved,Normal,Right Foot,61,3869253
Hee-Chan Hwang,South Korea,"[106.8, 51.7]",0.04724954,Saved,Half Volley,Right Foot,67,3869253
Seung-Ho Paik,South Korea,"[93.7, 39.8]",0.023081098,Goal,Half Volley,Left Foot,75,3869253
Daniel Alves da Silva,Brazil,"[111.1, 53.1]",0.027839905,Blocked,Overhead Kick,Right Foot,88,3869253
Gleison Bremer Silva Nascimento,Brazil,"[116.1, 41.0]",0.34439024,Saved,Normal,Head,89,3869253
Hee-Chan Hwang,South Korea,"[112.9, 53.6]",0.058088522,Off T,Half Volley,Right Foot,89,3869253
Daniel Alves da Silva,Brazil,"[88.4, 46.1]",0.027316706,Off T,Normal,Right Foot,92,3869253
Raphaël Varane,France,"[114.3, 40.0]",0.1462742,Off T,Normal,Head,3,3869152
Ousmane Dembélé,France,"[116.0, 51.8]",0.040392082,Blocked,Normal,Right Foot,10,3869152
Aurélien Djani Tchouaméni,France,"[87.8, 30.9]",0.017185243,Saved,Normal,Right Foot,12,3869152
Ousmane Dembélé,France,"[99.2, 46.7]",0.07651916,Saved,Normal,Left Foot,16,3869152
Robert Lewandowski,Poland,"[92.5, 43.3]",0.03323787,Off T,Normal,Left Foot,20,3869152
Jules Koundé,France,"[94.5, 56.1]",0.01624438,Saved,Normal,Right Foot,21,3869152
Przemysław Frankowski,Poland,"[109.5, 24.7]",0.043646414,Blocked,Normal,Right Foot,24,3869152
Robert Lewandowski,Poland,"[94.8, 26.6]",0.042642463,Blocked,Normal,Right Foot,32,3869152
Matty Cash,Poland,"[99.1, 56.2]",0.023505978,Wayward,Normal,Right Foot,33,3869152
Kylian Mbappé Lottin,France,"[111.5, 24.9]",0.047962468,Saved,Normal,Left Foot,34,3869152
Olivier Giroud,France,"[105.2, 44.5]",0.046657436,Wayward,Half Volley,Left Foot,35,3869152
Piotr Zieliński,Poland,"[106.6, 41.6]",0.13905574,Saved,Normal,Right Foot,37,3869152
Piotr Zieliński,Poland,"[111.4, 43.9]",0.2098723,Blocked,Half Volley,Left Foot,37,3869152
Jakub Kamiński,Poland,"[114.1, 50.5]",0.07224382,Blocked,Half Volley,Right Foot,37,3869152
Olivier Giroud,France,"[105.6, 32.3]",0.28635955,Goal,Normal,Left Foot,43,3869152
Jakub Kamiński,Poland,"[108.8, 51.7]",0.03898995,Blocked,Half Volley,Right Foot,45,3869152
Antoine Griezmann,France,"[106.9, 63.2]",0.008752431,Saved,Normal,Left Foot,47,3869152
Theo Bernard François Hernández,France,"[98.0, 38.5]",0.032634486,Off T,Volley,Right Foot,47,3869152
Kylian Mbappé Lottin,France,"[102.0, 26.7]",0.02943752,Blocked,Normal,Right Foot,55,3869152
Kylian Mbappé Lottin,France,"[110.2, 26.3]",0.054253228,Wayward,Normal,Right Foot,62,3869152
Olivier Giroud,France,"[115.8, 46.8]",0.12365263,Off T,Volley,Left Foot,65,3869152
Kamil Glik,Poland,"[114.0, 32.0]",0.041239407,Off T,Normal,Head,70,3869152
Kylian Mbappé Lottin,France,"[104.8, 28.6]",0.08738103,Goal,Normal,Right Foot,73,3869152
Theo Bernard François Hernández,France,"[105.0, 33.4]",0.069959894,Off T,Normal,Right Foot,80,3869152
Kylian Mbappé Lottin,France,"[106.2, 25.2]",0.042708755,Goal,Normal,Right Foot,90,3869152
Robert Lewandowski,Poland,"[105.6, 48.7]",0.061160102,Wayward,Half Volley,Right Foot,91,3869152
Robert Lewandowski,Poland,"[113.0, 40.0]",0.10443308,Blocked,Normal,Head,93,3869152
Robert Lewandowski,Poland,"[108.0, 40.0]",0.7835,Goal,Normal,Right Foot,98,3869152
Christian Pulisic,United States,"[107.1, 34.9]",0.3196895,Saved,Half Volley,Left Foot,2,3869117
Memphis Depay,Netherlands,"[104.9, 43.7]",0.16183718,Goal,Normal,Right Foot,9,3869117
Daley Blind,Netherlands,"[103.6, 30.6]",0.07337185,Off T,Normal,Left Foot,17,3869117
Memphis Depay,Netherlands,"[106.1, 62.1]",0.008920797,Off T,Half Volley,Right Foot,20,3869117
Timothy Weah,United States,"[97.5, 53.3]",0.028368456,Saved,Half Volley,Right Foot,42,3869117
Sergino Dest,United States,"[105.2, 46.2]",0.07418261,Blocked,Normal,Right Foot,43,3869117
Daley Blind,Netherlands,"[107.6, 38.5]",0.2502288,Goal,Normal,Right Foot,45,3869117
Weston McKennie,United States,"[109.1, 36.5]",0.03899759,Wayward,Normal,Head,48,3869117
Tim Ream,United States,"[116.5, 37.1]",0.2582279,Saved,Half Volley,Left Foot,48,3869117
Weston McKennie,United States,"[108.4, 37.0]",0.06857926,Wayward,Normal,Head,48,3869117
Sergino Dest,United States,"[100.9, 57.3]",0.01609117,Wayward,Normal,Left Foot,50,3869117
Christian Pulisic,United States,"[98.4, 27.3]",0.040512722,Saved,Normal,Right Foot,52,3869117
Weston McKennie,United States,"[102.1, 35.0]",0.053084504,Off T,Half Volley,Left Foot,53,3869117
Cody Mathès Gakpo,Netherlands,"[100.0, 50.7]",0.053106464,Blocked,Normal,Left Foot,60,3869117
Memphis Depay,Netherlands,"[98.6, 47.0]",0.046333984,Saved,Normal,Right Foot,60,3869117
Timothy Weah,United States,"[99.1, 51.0]",0.04334448,Blocked,Normal,Left Foot,62,3869117
Virgil van Dijk,Netherlands,"[111.8, 41.3]",0.08036702,Off T,Normal,Head,70,3869117
Teun Koopmeiners,Netherlands,"[94.5, 37.8]",0.04472613,Saved,Normal,Left Foot,70,3869117
Memphis Depay,Netherlands,"[113.1, 34.4]",0.27671057,Saved,Diving Header,Head,70,3869117
Giovanni Reyna,United States,"[98.9, 49.9]",0.042619057,Off T,Normal,Left Foot,73,3869117
Haji Wright,United States,"[115.2, 55.6]",0.046546377,Blocked,Normal,Right Foot,74,3869117
Haji Wright,United States,"[115.1, 45.2]",0.3636808,Goal,Normal,Right Foot,75,3869117
Steven Bergwijn,Netherlands,"[109.5, 32.8]",0.25042096,Off T,Normal,Right Foot,77,3869117
Christian Pulisic,United States,"[99.5, 25.3]",0.031073315,Saved,Normal,Left Foot,78,3869117
Denzel Dumfries,Netherlands,"[113.5, 44.3]",0.23592436,Goal,Volley,Left Foot,80,3869117
Walker Zimmerman,United States,"[107.2, 43.0]",0.05674074,Off T,Volley,Right Foot,85,3869117
Giovanni Reyna,United States,"[103.1, 51.4]",0.043403003,Blocked,Normal,Left Foot,88,3869117
Yunus Dimoara Musah,United States,"[103.9, 44.2]",0.054460905,Blocked,Half Volley,Right Foot,93,3869117
Haji Wright,United States,"[111.3, 40.2]",0.072495155,Wayward,Normal,Head,94,3869117
Mathías Olivera Miramontes,Uruguay,"[98.2, 27.8]",0.039672486,Off T,Normal,Left Foot,2,3857270
William Silva de Carvalho,Portugal,"[104.9, 30.5]",0.048683427,Off T,Volley,Right Foot,2,3857270
Bruno Miguel Borges Fernandes,Portugal,"[90.8, 53.9]",0.014580331,Off T,Normal,Right Foot,7,3857270
José María Giménez de Vargas,Uruguay,"[109.4, 37.1]",0.050594334,Off T,Normal,Head,11,3857270
João Félix Sequeira,Portugal,"[101.0, 30.9]",0.033737455,Blocked,Normal,Right Foot,15,3857270
Cristiano Ronaldo dos Santos Aveiro,Portugal,"[96.0, 23.4]",0.026755862,Blocked,Normal,Right Foot,17,3857270
Rúben Diogo Da Silva Neves,Portugal,"[92.4, 50.0]",0.015326656,Blocked,Half Volley,Right Foot,19,3857270
Rodrigo Bentancur Colmán,Uruguay,"[106.8, 41.3]",0.49410823,Saved,Normal,Right Foot,31,3857270
Cristiano Ronaldo dos Santos Aveiro,Portugal,"[99.4, 24.7]",0.029249214,Blocked,Normal,Left Foot,34,3857270
João Félix Sequeira,Portugal,"[91.6, 31.8]",0.022321237,Blocked,Normal,Right Foot,34,3857270
Rodrigo Bentancur Colmán,Uruguay,"[108.4, 29.5]",0.07433986,Wayward,Normal,Right Foot,35,3857270
Bruno Miguel Borges Fernandes,Portugal,"[93.1, 33.0]",0.028039778,Blocked,Normal,Right Foot,36,3857270
João Félix Sequeira,Portugal,"[107.9, 27.1]",0.036293734,Off T,Normal,Left Foot,51,3857270
Bruno Miguel Borges Fernandes,Portugal,"[99.4, 14.6]",0.0077694156,Goal,Normal,Right Foot,53,3857270
Cristiano Ronaldo dos Santos Aveiro,Portugal,"[84.9, 19.1]",0.007159395,Wayward,Normal,Right Foot,56,3857270
Edinson Roberto Cavani Gómez,Uruguay,"[102.9, 39.7]",0.07401822,Off T,Volley,Right Foot,57,3857270
Darwin Gabriel Núñez Ribeiro,Uruguay,"[92.8, 43.6]",0.03092143,Saved,Normal,Right Foot,59,3857270
Mathías Olivera Miramontes,Uruguay,"[108.1, 33.8]",0.041303303,Blocked,Normal,Head,64,3857270
Maximiliano Gómez González,Uruguay,"[99.2, 43.2]",0.047642853,Post,Normal,Right Foot,74,3857270
Luis Alberto Suárez Díaz,Uruguay,"[115.6, 34.0]",0.088375136,Off T,Half Volley,Left Foot,77,3857270
Giorgian Daniel De Arrascaeta Benedetti,Uruguay,"[109.3, 50.0]",0.2560759,Saved,Normal,Right Foot,78,3857270
Rafael Alexandre Conceição Leão,Portugal,"[95.3, 49.1]",0.026902085,Off T,Normal,Right Foot,82,3857270
Federico Santiago Valverde Dipetta,Uruguay,"[88.2, 44.5]",0.019629322,Off T,Normal,Right Foot,85,3857270
Bruno Miguel Borges Fernandes,Portugal,"[108.0, 40.0]",0.7835,Goal,Normal,Right Foot,92,3857270
Bruno Miguel Borges Fernandes,Portugal,"[117.7, 50.0]",0.032710962,Saved,Volley,Right Foot,97,3857270
Bruno Miguel Borges Fernandes,Portugal,"[100.6, 35.0]",0.100704454,Post,Half Volley,Right Foot,98,3857270
Daniel Olmo Carvajal,Spain,"[100.5, 26.1]",0.032144632,Saved to Post,Normal,Right Foot,6,3857263
Jordi Alba Ramos,Spain,"[96.6, 23.3]",0.021667236,Off T,Normal,Right Foot,21,3857263
Serge Gnabry,Germany,"[102.8, 56.6]",0.028963488,Off T,Normal,Left Foot,24,3857263
Ferrán Torres García,Spain,"[102.8, 46.4]",0.068952255,Blocked,Normal,Left Foot,25,3857263
Antonio Rüdiger,Germany,"[89.6, 25.9]",0.0065071667,Off T,Normal,Right Foot,29,3857263
Ferrán Torres García,Spain,"[109.8, 54.6]",0.04777013,Blocked,Normal,Right Foot,35,3857263
Antonio Rüdiger,Germany,"[113.7, 60.2]",0.008851705,Saved,Half Volley,Right Foot,44,3857263
Joshua Kimmich,Germany,"[105.8, 40.6]",0.09558376,Saved,Normal,Right Foot,55,3857263
Daniel Olmo Carvajal,Spain,"[85.8, 31.1]",0.0118638035,Saved,Normal,Right Foot,58,3857263
Álvaro Borja Morata Martín,Spain,"[113.2, 34.3]",0.31874228,Goal,Normal,Right Foot,61,3857263
Leon Goretzka,Germany,"[96.2, 39.7]",0.036448006,Blocked,Normal,Right Foot,63,3857263
Marco Asensio Willemsen,Spain,"[101.7, 45.4]",0.13836038,Off T,Normal,Left Foot,64,3857263
Niclas Füllkrug,Germany,"[111.2, 41.5]",0.3730103,Wayward,Normal,Right Foot,72,3857263
Jamal Musiala,Germany,"[110.1, 50.1]",0.28996226,Saved,Normal,Right Foot,72,3857263
Serge Gnabry,Germany,"[104.9, 23.6]",0.024480116,Blocked,Volley,Right Foot,72,3857263
Niclas Füllkrug,Germany,"[111.3, 42.8]",0.065169856,Off T,Normal,Head,73,3857263
Joshua Kimmich,Germany,"[98.9, 25.7]",0.053563386,Blocked,Normal,Right Foot,80,3857263
Niclas Füllkrug,Germany,"[110.8, 51.9]",0.16441207,Goal,Normal,Right Foot,82,3857263
Aleksandar Mitrović,Serbia,"[110.4, 33.0]",0.06545554,Off T,Normal,Head,5,3857259
Aleksandar Mitrović,Serbia,"[114.4, 54.2]",0.016927462,Post,Normal,Left Foot,10,3857259
Filip Kostić,Serbia,"[108.2, 21.4]",0.012009094,Off T,Normal,Left Foot,10,3857259
Nicolas Alexis Julio N'Koulou Ndoubena,Cameroon,"[95.9, 33.9]",0.046143826,Off T,Normal,Left Foot,15,3857259
Aleksandar Mitrović,Serbia,"[108.9, 38.6]",0.063389905,Off T,Half Volley,Right Foot,16,3857259
Pierre Kunde Malong,Cameroon,"[108.1, 60.1]",0.009715966,Saved,Half Volley,Right Foot,18,3857259
Pierre Kunde Malong,Cameroon,"[96.8, 50.1]",0.029523049,Blocked,Normal,Right Foot,19,3857259
Nicolas Alexis Julio N'Koulou Ndoubena,Cameroon,"[115.2, 33.5]",0.09064111,Blocked,Normal,Head,28,3857259
Jean-Charles Castelletto,Cameroon,"[118.5, 43.2]",0.8945071,Goal,Volley,Right Foot,28,3857259
Pierre Kunde Malong,Cameroon,"[103.5, 53.8]",0.0845098,Saved,Normal,Right Foot,42,3857259
Pierre Kunde Malong,Cameroon,"[110.5, 55.1]",0.056867022,Off T,Normal,Right Foot,42,3857259
Strahinja Pavlović,Serbia,"[110.7, 42.8]",0.07892812,Goal,Normal,Head,45,3857259
Sergej Milinković-Savić,Serbia,"[99.6, 46.7]",0.058657028,Goal,Normal,Left Foot,47,3857259
Aleksandar Mitrović,Serbia,"[98.4, 45.9]",0.08318807,Blocked,Normal,Right Foot,50,3857259
Saša Lukić,Serbia,"[103.0, 49.6]",0.039666813,Blocked,Half Volley,Right Foot,51,3857259
Aleksandar Mitrović,Serbia,"[113.6, 40.2]",0.8974681,Goal,Normal,Right Foot,52,3857259
Vincent Paté Aboubakar,Cameroon,"[106.5, 47.6]",0.05176351,Blocked,Normal,Left Foot,59,3857259
Karl Brillant Toko Ekambi,Cameroon,"[106.4, 24.5]",0.02132554,Saved,Normal,Right Foot,61,3857259
Sergej Milinković-Savić,Serbia,"[96.4, 47.8]",0.10917903,Off T,Lob,Right Foot,62,3857259
Vincent Paté Aboubakar,Cameroon,"[104.4, 49.0]",0.28323865,Goal,Lob,Right Foot,62,3857259
Jean-Eric Maxim Choupo-Moting,Cameroon,"[111.0, 37.0]",0.46942416,Goal,Normal,Left Foot,65,3857259
Nikola Milenković,Serbia,"[110.5, 45.7]",0.0304652,Wayward,Normal,Head,69,3857259
Aleksandar Mitrović,Serbia,"[110.1, 55.7]",0.10947208,Saved,Normal,Right Foot,75,3857259
Sergej Milinković-Savić,Serbia,"[95.2, 48.2]",0.032438725,Off T,Normal,Right Foot,77,3857259
Vincent Paté Aboubakar,Cameroon,"[94.0, 24.8]",0.025639288,Saved,Normal,Right Foot,86,3857259
Aleksandar Mitrović,Serbia,"[105.1, 38.3]",0.1134657,Off T,Normal,Right Foot,88,3857259
Georges-Kévin Nkoudou Mbida,Cameroon,"[103.3, 13.7]",0.0070103277,Saved,Normal,Right Foot,94,3857259
Marko Grujić,Serbia,"[92.3, 33.6]",0.027356416,Saved,Half Volley,Right Foot,94,3857259
Michy Batshuayi Tunga,Belgium,"[110.0, 29.6]",0.13561569,Saved,Normal,Left Foot,4,3857283
Kevin De Bruyne,Belgium,"[95.2, 30.1]",0.023734333,Blocked,Half Volley,Right Foot,15,3857283
Amadou Onana,Belgium,"[114.6, 38.6]",0.22733837,Off T,Normal,Head,16,3857283
Thomas Meunier,Belgium,"[101.1, 27.4]",0.050302412,Saved,Normal,Right Foot,18,3857283
Hakim Ziyech,Morocco,"[88.5, 52.0]",0.010982664,Off T,Normal,Left Foot,20,3857283
Selim Amallah,Morocco,"[106.0, 49.7]",0.054105066,Off T,Volley,Right Foot,27,3857283
Achraf Hakimi Mouh,Morocco,"[109.4, 56.3]",0.054164495,Off T,Normal,Right Foot,34,3857283
Kevin De Bruyne,Belgium,"[94.1, 42.1]",0.021631707,Blocked,Normal,Left Foot,34,3857283
Kevin De Bruyne,Belgium,"[112.6, 6.7]",0.007375095,Off T,Normal,Right Foot,38,3857283
Hakim Ziyech,Morocco,"[95.2, 48.1]",0.02991042,Saved,Normal,Left Foot,49,3857283
Eden Hazard,Belgium,"[104.9, 58.7]",0.009158539,Saved,Normal,Right Foot,51,3857283
Amadou Onana,Belgium,"[111.4, 40.8]",0.06452631,Off T,Normal,Head,51,3857283
Sofiane Boufal,Morocco,"[106.6, 22.0]",0.01369968,Off T,Normal,Right Foot,56,3857283
Noussair Mazraoui,Morocco,"[87.4, 35.3]",0.022188112,Off T,Normal,Right Foot,60,3857283
Dries Mertens,Belgium,"[97.9, 37.7]",0.065653466,Saved,Normal,Right Foot,64,3857283
Azzedine Ounahi,Morocco,"[87.6, 38.2]",0.023304239,Off T,Normal,Right Foot,68,3857283
Romain Saïss,Morocco,"[118.0, 36.4]",0.56495196,Goal,Normal,Other,72,3857283
Jan Vertonghen,Belgium,"[109.1, 37.6]",0.03727616,Off T,Normal,Head,81,3857283
Abderrazak Hamdallah,Morocco,"[116.6, 28.9]",0.036752854,Saved,Normal,Left Foot,90,3857283
Zakaria Aboukhlal,Morocco,"[110.3, 46.8]",0.18104906,Goal,Normal,Right Foot,91,3857283
Enner Remberto Valencia Lastra,Ecuador,"[108.1, 40.1]",0.7835,Goal,Normal,Right Foot,15,3857286
Romario Andrés Ibarra Mina,Ecuador,"[96.5, 46.4]",0.057691004,Off T,Normal,Right Foot,28,3857286
Enner Remberto Valencia Lastra,Ecuador,"[109.6, 38.0]",0.08878088,Goal,Normal,Head,30,3857286
Abdelkarim Hassan Al Haj Fadlalla,Qatar,"[88.4, 22.4]",0.0062173195,Off T,Normal,Left Foot,32,3857286
Almoez Ali Zainalabiddin Abdulla,Qatar,"[113.0, 43.7]",0.21267414,Off T,Normal,Head,49,3857286
Angelo Smit Preciado Quiñónez,Ecuador,"[91.7, 61.5]",0.0066099144,Off T,Normal,Right Foot,51,3857286
Romario Andrés Ibarra Mina,Ecuador,"[101.9, 32.3]",0.07894745,Saved,Normal,Right Foot,54,3857286
Pedro Miguel Correia,Qatar,"[106.5, 47.5]",0.030855335,Off T,Normal,Head,61,3857286
Akram Hassan Afif,Qatar,"[92.1, 23.1]",0.009109482,Off T,Normal,Right Foot,74,3857286
Mohammed Muntari,Qatar,"[100.2, 55.2]",0.045332674,Off T,Half Volley,Right Foot,85,3857286
Kevin José Rodríguez Cortez,Ecuador,"[112.3, 37.4]",0.13848205,Off T,Normal,Head,94,3857286
Lionel Andrés Messi Cuccittini,Argentina,"[104.5, 44.5]",0.15308252,Saved,Normal,Left Foot,1,3857300
Lionel Andrés Messi Cuccittini,Argentina,"[108.0, 40.0]",0.7835,Goal,Normal,Left Foot,9,3857300
Alejandro Darío Gómez,Argentina,"[98.4, 20.2]",0.011924569,Off T,Normal,Right Foot,20,3857300
Lautaro Javier Martínez,Argentina,"[113.2, 33.8]",0.0877444,Blocked,Normal,Head,41,3857300
Rodrigo Javier De Paul,Argentina,"[101.1, 41.8]",0.050540753,Off T,Half Volley,Right Foot,41,3857300
Saleh Khalid Al Shehri,Saudi Arabia,"[108.0, 29.6]",0.080592275,Goal,Normal,Left Foot,47,3857300
Nawaf Shaker Al Abid,Saudi Arabia,"[104.9, 54.1]",0.040064447,Blocked,Normal,Left Foot,52,3857300
Salem Mohammed Al Dawsari,Saudi Arabia,"[102.4, 25.3]",0.03280492,Goal,Normal,Right Foot,52,3857300
Lisandro Martínez,Argentina,"[111.1, 39.9]",0.33156127,Blocked,Normal,Right Foot,62,3857300
Nicolás Alejandro Tagliafico,Argentina,"[116.1, 37.2]",0.63619345,Saved,Normal,Other,62,3857300
Lautaro Javier Martínez,Argentina,"[116.5, 31.1]",0.077176735,Off T,Normal,Head,68,3857300
Ángel Fabián Di María Hernández,Argentina,"[111.4, 54.4]",0.0639515,Saved,Normal,Right Foot,71,3857300
Ángel Fabián Di María Hernández,Argentina,"[86.7, 57.3]",0.015201165,Blocked,Half Volley,Left Foot,73,3857300
Enzo Fernandez,Argentina,"[108.2, 39.6]",0.036932193,Off T,Normal,Head,75,3857300
Lionel Andrés Messi Cuccittini,Argentina,"[92.8, 47.1]",0.056788407,Off T,Normal,Left Foot,79,3857300
Lionel Andrés Messi Cuccittini,Argentina,"[113.6, 32.2]",0.077553175,Saved,Normal,Head,83,3857300
Nicolás Hernán Otamendi,Argentina,"[109.5, 37.8]",0.048093256,Wayward,Normal,Head,90,3857300
Julián Álvarez,Argentina,"[112.5, 33.2]",0.061390053,Saved,Normal,Head,100,3857300
Gue-Sung Cho,South Korea,"[111.9, 44.7]",0.09163986,Blocked,Normal,Left Foot,3,3857299
Woo-Yeong Jeong,South Korea,"[96.7, 49.1]",0.03008143,Blocked,Normal,Right Foot,7,3857299
Min Jae Kim,South Korea,"[114.5, 47.9]",0.059008703,Wayward,Normal,Head,7,3857299
In-Beom Hwang,South Korea,"[95.7, 54.9]",0.019586006,Blocked,Normal,Right Foot,7,3857299
Gue-Sung Cho,South Korea,"[115.4, 30.4]",0.055939306,Blocked,Normal,Head,17,3857299
Mohamed Salisu,Ghana,"[115.5, 37.9]",0.4040968,Goal,Half Volley,Left Foot,23,3857299
Mohammed Kudus,Ghana,"[113.1, 41.8]",0.20083603,Goal,Normal,Head,33,3857299
Woo-Young Jung,South Korea,"[100.6, 20.0]",0.010946972,Off T,Normal,Right Foot,44,3857299
Thomas Teye Partey,Ghana,"[118.3, 36.2]",0.21468838,Off T,Normal,Head,49,3857299
Tariq Lamptey,Ghana,"[104.8, 52.1]",0.07450179,Off T,Normal,Left Foot,49,3857299
Gue-Sung Cho,South Korea,"[111.6, 36.7]",0.07677545,Saved,Normal,Head,52,3857299
Gue-Sung Cho,South Korea,"[112.6, 38.4]",0.23484395,Goal,Normal,Head,57,3857299
Gue-Sung Cho,South Korea,"[115.5, 43.7]",0.16237147,Goal,Normal,Head,60,3857299
